,Unnamed: 0,location,dates,license,description,tags,views,comments,text_final
6429,2897,Canada,2018-06-17 10:14:02,1.0,"['photo', 'taken', 'at', 'the', 'field', 'site', 'by', 'jeff', 'bain', 'and', 'joanne', 'angai', '.']",[],113.0,0.0,"['photo', 'take', 'field', 'site', 'jeff', 'bain', 'joanne', 'angai']"
6461,2929,Netherlands,2022-03-18 03:02:49,1.0,"['foto©', 'rafa', 'marrodan']",[],88.0,0.0,"['rafa', 'marrodan']"
6462,2930,"Clearwater, FL, USA",2022-03-17 17:10:28,1.0,"['next', 'level', 'academy', 'visited', 'the', 'clearwater', 'north', 'greenwood', 'library', 'in', 'february', '2022.', 'they', 'learned', 'online', 'research', 'skills', ',', 'how', 'to', 'find', 'appropriate', 'books', 'and', ',', 'explored', 'library', 'resources', '.']","['Clearwater Public Library System', 'Clearwater North Greenwood Library']",36.0,0.0,"['next', 'level', 'academy', 'visit', 'clearwater', 'north', 'greenwood', 'library', 'february', 'learn', 'online', 'research', 'skill', 'find', 'appropriate', 'book', 'explore', 'library', 'resource']"
6468,2936,"Adelaide / SA, Australia",2022-03-15 15:33:36,1.0,['2022.3.15'],"['baby', 'Shanghai', '2022', 'Leica']",32.0,0.0,[]
6474,2942,"Chiltern Victoria, Australia",2015-09-23 12:52:09,1.0,['leaves'],[],13.0,0.0,['leaf']
6476,2944,"Brussels, Belgium",2022-03-05 17:26:27,1.0,"['philippe', 'clabots', '(', '#', 'philippecphoto', '-', 'photos', '@', 'philippec.be', ')', '-', '<', 'a', 'href=', ""''"", 'http', ':', '//photos.philippec.be/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'photos.philippec.be/', '<', '/a', '>']","['#PhilippeCPhoto', 'BPF06', 'PhilippeC']",39.0,0.0,"['philippe', 'clabots', 'philippecphoto', 'photo', 'http', 'noreferrer', 'nofollow']"
6480,2948,"Ypsilanti, Michigan, USA",2022-03-09 13:22:23,1.0,"['fox', 'squirrels', 'on', 'a', 'winter', ""'s"", 'day', 'in', 'ann', 'arbor', ',', 'wednesday', 'march', '9th', ',', '2022.', 'just', 'a', 'short', 'walk', 'on', 'campus', 'today', '.', 'i', 'checked', 'in', 'on', 'snow', 'white', 'and', 'doc', 'again', ',', 'but', 'i', 'only', 'saw', 'doc', '.', 'seems', 'to', 'be', 'doing', 'well', '.', 'wishing', 'you', 'joy', ',', 'health', 'and', 'peace', 'wherever', 'you', 'are', '.']","['Go Blue Squirrels', 'Squirrels', 'Fox Squirrels', 'Eastern Fox Squirrels', 'Michigan Fox Squirrels', 'University of Michigan Fox Squirrels', 'Ann Arbor', 'Michigan', 'Animal', 'Campus', 'University of Michigan', 'UMSquirrels03092022', 'UMSquirrels2022', 'Winter', 'Eating', 'Peanuts', 'March_UMSquirrel', 'UMSquirrel', 'Snow', 'Snowy', 'Snowy Squirrels', 'Mange', 'Squirrel Mange', 'Squirrel Treatment']",37.0,0.0,"['fox', 'squirrel', 'winter', 'day', 'ann', 'arbor', 'wednesday', 'march', 'short', 'walk', 'campus', 'today', 'check', 'snow', 'white', 'doc', 'saw', 'doc', 'seem', 'well', 'wish', 'joy', 'health', 'peace', 'wherever']"
6486,2954,"Petaluma, USA",2022-03-06 11:07:36,1.0,"['a', 'california', 'wrestling', 'tournament', '.', 'california', 'usa', 'wrestling', 'presents', 'the', '2022', 'folkstyle', 'state', 'championships', '.', 'held', 'in', 'fresno', ',', 'ca', 'at', 'the', 'selland', 'arena', '.', 'photos', 'by', 'john', 'sachs', 'chris', 'mora', '<', 'a', 'href=', ""''"", 'http', ':', '//www.tech-fall.com', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.tech-fall.com', '<', '/a', '>']","['Wrestling', 'Fresno', 'Folkstyle', 'Chris', 'Mora', 'John Sachs Photographer', 'Tech-Fall.com']",809.0,0.0,"['california', 'wrestling', 'tournament', 'california', 'usa', 'wrestling', 'present', 'folkstyle', 'state', 'championship', 'hold', 'fresno', 'ca', 'selland', 'arena', 'photo', 'john', 'sachs', 'chris', 'mora', 'http', 'noreferrer', 'nofollow']"
6490,2958,"Kentucky, USA ",2021-05-01 13:08:20,1.0,"['at', 'kentucky', 'derby']","['pandemic', 'Kentucky Derby', 'thoroughbred horse racing', 'masks', 'War Veterans', 'military', 'Covid-19', 'Jefferson County', 'horse racing', 'Kentucky', 'Louisville', 'ceremony', 'United States', 'Churchill Downs', 'DoF', 'depth of field']",713.0,2.0,"['kentucky', 'derby']"
6499,2967,"Union City, California, USA",2022-02-27 08:03:28,1.0,"['jack', 'london', 'state', 'park', ',', 'sonoma', 'mountain', '-', '2-26-2022']",[],1331.0,0.0,"['jack', 'london', 'state', 'park', 'sonoma', 'mountain']"
6504,2972,"Bristol, UK",2022-02-12 16:22:24,1.0,"['this', 'photo', 'links', 'to', 'my', 'article', 'at', '<', 'a', 'href=', ""''"", 'http', ':', '//www.heatheronhertravels.com/things-to-do-in-sri-lanka/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.heatheronhertravels.com/things-to-do-in-sri-lanka/', '<', '/a', '>', 'this', 'photo', 'may', 'be', 'used', 'for', 'non', 'commercial', 'purposes', 'on', 'condition', 'that', 'you', 'credit', 'heatheronhertravels.com', 'and', 'link', 'to', '<', 'a', 'href=', ""''"", 'http', ':', '//www.heatheronhertravels.com/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.heatheronhertravels.com/', '<', '/a', '>', 'for', 'commercial', 'use', 'please', 'contact', 'me', 'for', 'permission', 'at', 'heather', '@', 'heatheronhertravels.com']",[],47.0,1.0,"['photo', 'link', 'article', 'http', 'noreferrer', 'nofollow', 'photo', 'may', 'use', 'non', 'commercial', 'purpose', 'condition', 'credit', 'link', 'http', 'noreferrer', 'nofollow', 'commercial', 'use', 'please', 'contact', 'permission', 'heather']"
6507,2975,"Ypsilanti, Michigan, USA",2022-02-20 09:54:55,1.0,"['with', 'runyon', 'at', 'his', 'favorite', 'place', 'on', 'earth', '-', 'swift', 'run', 'dog', 'park', '(', 'near', 'the', 'intersection', 'of', 'platt', 'and', 'ellsworth', 'and', 'across', 'the', 'street', 'from', 'lillie', 'park', ')', '.', 'went', 'to', 'swift', 'run', 'on', 'the', 'morning', 'of', 'sunday', 'february', '20th', ',', '2022.', 'it', 'was', 'sunny', 'and', 'not', 'as', 'cold', 'as', 'the', 'previous', 'morning', '.', 'the', 'population', 'of', 'the', 'dog', 'park', 'changes', 'a', 'great', 'deal', 'when', 'the', 'windchill', 'is', 'above', '0', 'degrees', '(', 'farenheit', ')', '.', 'lots', 'of', 'puppers', 'out', 'today', '!']","['Swift Run Dog Park', 'Swift Run', 'Dog Park', 'Dogs', 'Pets', 'Ann Arbor', 'Washtenaw County', 'Ann Arbor Parks Parks', 'Washtenaw County Parks', 'Winter', 'Off Leash', 'Michigan', 'SwiftRun02202022', 'SwiftRunDogPark2022', 'SwiftRunDogPark2022AM', 'SwiftRunMorning', 'Parks', 'Morning', 'Runyon02202022', 'Dog', 'Rescue Dogs', 'Catahoula', 'Catahoula Mix', 'Catahoula Leopard Mix', 'Snow', 'Snowy', 'Dog Park Snow']",55.0,0.0,"['runyon', 'favorite', 'place', 'earth', 'swift', 'run', 'dog', 'park', 'near', 'intersection', 'platt', 'ellsworth', 'across', 'street', 'lillie', 'park', 'go', 'swift', 'run', 'morning', 'sunday', 'february', 'sunny', 'cold', 'previous', 'morning', 'population', 'dog', 'park', 'change', 'great', 'deal', 'windchill', 'degree', 'farenheit', 'lot', 'puppers', 'today']"
6510,2978,"Pordenone, Italia",2022-02-17 21:17:48,1.0,"['foto', 'di', 'elisa', 'caldana']","['pordenone', 'aspettando le voci', 'documentario', 'pordenone docs fest', ""le voci dell'inchiesta"", '2022', 'premiazione', 'cinemazero']",200.0,0.0,"['foto', 'di', 'elisa', 'caldana']"
6511,2979,Canada,2020-07-11 15:03:36,1.0,['_ris5726a11-07-2020.jpg'],"['Wildlife', 'Waterfowl', 'Birds', 'Bufflehead']",181.0,1.0,[]
6514,2982,"Massapequa, NY, USA",2021-12-19 10:11:01,1.0,"['unesco', 'world', 'heritage', 'site', '-', 'rhine', 'gorge', '–', 'is', 's', '65km-stretch', 'of', 'the', 'middle', 'rhine', 'valley', ',', 'with', 'its', 'myriad', 'castles', ',', 'historic', 'towns', 'and', 'vineyards', ',', 'graphically', 'illustrates', 'the', 'long', 'history', 'of', 'human', 'involvement', 'with', 'a', 'dramatic', 'and', 'varied', 'natural', 'landscape', '.', 'it', 'is', 'intimately', 'associated', 'with', 'history', 'and', 'legend', 'and', 'for', 'centuries', 'has', 'exercised', 'a', 'powerful', 'influence', 'on', 'writers', ',', 'artists', 'and', 'composers', '.', 'the', 'strategic', 'location', 'of', 'the', 'dramatic', '65km', 'stretch', 'of', 'the', 'middle', 'rhine', 'valley', 'between', 'bingen', ',', 'rüdesheim', 'und', 'koblenz', 'as', 'a', 'transport', 'artery', 'and', 'the', 'prosperity', 'that', 'this', 'engendered', 'is', 'reflected', 'in', 'its', 'sixty', 'small', 'towns', ',', 'the', 'extensive', 'terraced', 'vineyards', 'and', 'the', 'ruins', 'of', 'castles', 'that', 'once', 'defended', 'its', 'trade', '.', 'the', 'landscape', 'is', 'punctuated', 'by', 'some', '40', 'hilltop', 'castles', 'and', 'fortresses', 'erected', 'over', 'a', 'period', 'of', 'around', '1,000', 'years', '.', 'abandonment', 'and', 'later', 'the', 'wars', 'of', 'the', '17th', 'century', 'left', 'most', 'as', 'picturesque', 'ruins', '.', 'the', 'later', '18th', 'century', 'saw', 'the', 'growth', 'of', 'sensibility', 'towards', 'the', 'beauties', 'of', 'nature', ',', 'and', 'the', 'often-dramatic', 'physical', 'scenery', 'of', 'the', 'middle', 'rhine', 'valley', ',', 'coupled', 'with', 'the', 'many', 'ruined', 'castles', 'on', 'prominent', 'hilltops', ',', 'made', 'it', 'appeal', 'strongly', 'to', 'the', 'romantic', 'movement', ',', 'which', 'in', 'turn', 'influenced', 'the', 'form', 'of', 'much', '19th', 'century', 'restoration', 'and', 'reconstruction', '.']","['Harvey Barrison', 'HBarrison', 'Rhine River Gorge', 'Rhine River', 'Germany', 'Rüdesheim am Rhein', 'UNESCO World Heritage', 'Travel Photography']",67.0,0.0,"['unesco', 'world', 'heritage', 'site', 'rhine', 'gorge', 'middle', 'rhine', 'valley', 'myriad', 'castle', 'historic', 'town', 'vineyard', 'graphically', 'illustrate', 'long', 'history', 'human', 'involvement', 'dramatic', 'varied', 'natural', 'landscape', 'intimately', 'associate', 'history', 'legend', 'century', 'exercise', 'powerful', 'influence', 'writer', 'artist', 'composer', 'strategic', 'location', 'dramatic', 'stretch', 'middle', 'rhine', 'valley', 'bingen', 'rüdesheim', 'und', 'koblenz', 'transport', 'artery', 'prosperity', 'engender', 'reflect', 'sixty', 'small', 'town', 'extensive', 'terraced', 'vineyard', 'ruin', 'castle', 'defend', 'trade', 'landscape', 'punctuate', 'hilltop', 'castle', 'fortress', 'erect', 'period', 'around', 'year', 'abandonment', 'later', 'war', 'century', 'leave', 'picturesque', 'ruin', 'late', 'century', 'saw', 'growth', 'sensibility', 'towards', 'beauty', 'nature', 'physical', 'scenery', 'middle', 'rhine', 'valley', 'couple', 'many', 'ruined', 'castle', 'prominent', 'hilltop', 'make', 'appeal', 'strongly', 'romantic', 'movement', 'turn', 'influence', 'form', 'much', 'century', 'restoration', 'reconstruction']"
6516,2984,Swansea,2022-02-11 10:40:13,1.0,"['cathedral', ':', 'st', 'michael']","['Coventry', 'Cathedral', 'St', 'Michael']",34.0,0.0,"['cathedral', 'st', 'michael']"
6519,2987,"ROBIAC, FRANCE",2020-12-02 15:17:07,1.0,"['le', 'jour', 'se', 'lève', 'sur', 'la', 'voie', 'de', 'chemin', 'de', 'fer', '!']","['nature', 'automne', 'voie ferrée']",765.0,11.0,"['le', 'jour', 'se', 'lève', 'sur', 'la', 'voie', 'de', 'chemin', 'de', 'fer']"
6522,2990,"Ypsilanti, Michigan, USA",2022-02-06 08:24:47,1.0,"['pictures', 'of', 'runyon', ',', 'our', 'catahoula', 'mix', '(', 'and', 'his', 'two', 'neighborhood', 'friends', '-', 'iggy', 'the', 'golden', 'and', 'ripley', 'the', 'terrier', ')', '.', 'he', 'loves', 'playing', 'with', 'them', 'on', 'the', 'golf', 'course', 'next', 'to', 'our', 'house', '.', 'pictures', 'taken', 'over', 'a', 'few', 'days', 'in', 'february', '2022', 'in', 'ypsilanti', ',', 'michigan', '.']","['Ypsilanti', 'Michigan', 'Dogs', 'Pets', 'RunyonFebruary2022', 'Dog', 'Dog Brand Dog', 'Mixed Breed', 'Brown', 'Rescue Dogs', 'Catahoula', 'Catahoula Mix', 'Catahoula Leopard Mix', 'Play', 'Dog Play', 'Runyon2022', 'Winter', 'Iggy', 'Ripley', 'RunyonsFriendsFeb6th2022', 'Snow', 'RunyonsFriendsFeb2022']",16.0,0.0,"['picture', 'runyon', 'catahoula', 'mix', 'two', 'neighborhood', 'friend', 'iggy', 'golden', 'ripley', 'terrier', 'love', 'play', 'golf', 'course', 'next', 'house', 'picture', 'take', 'day', 'february', 'ypsilanti', 'michigan']"
6529,2997,Chur,2022-02-05 10:33:50,1.0,"['e-junioren', 'meisterschaftsrunde', 'buv', 'vom', '05.02.2022', 'in', 'gewerbeschule', 'chur', 'fotograf', 'andreas', 'bass']","['Andreas Bass', 'FotoAndreasBass', 'Instagram andreas.bass', 'E-Junioren', 'BUV']",67.0,0.0,"['meisterschaftsrunde', 'buv', 'vom', 'gewerbeschule', 'chur', 'fotograf', 'andreas', 'bass']"
6530,2998,"Long Eaton, England",2022-02-04 21:15:32,1.0,[],"['YAKSTRANGLER', 'BAND', 'NOTTINGHAM', 'rattle snakes']",18.0,0.0,[]
6531,2999,"Vancouver, Canada",2021-09-26 03:52:10,1.0,['celaya'],"['mexico', 'norteamerica', 'guanajuato', 'north america', 'Comonfort']",49.0,0.0,['celaya']
6532,3000,"Essex Junction, VT, USA",2022-01-29 15:21:01,1.0,"['fayetteville', ',', 'ar']","['Cyclocross', 'Fayetteville', 'Arkansas', 'AR', 'bike', 'biking', 'bicycle', 'Vacation']",52.0,0.0,"['fayetteville', 'ar']"
6537,3005,"Ypsilanti, Michigan, USA",2022-01-26 13:52:09,1.0,"['fox', 'squirrels', 'on', 'a', 'beautiful', 'snowy', 'winter', ""'s"", 'day', 'in', 'ann', 'arbor', ',', 'wednesday', 'january', '26th', ',', '2022.', 'wishing', 'you', 'joy', 'and', 'health', 'wherever', 'you', 'are', 'and', 'best', 'wishes', 'for', 'the', 'new', 'year', '.']","['Go Blue Squirrels', 'Squirrels', 'Fox Squirrels', 'Eastern Fox Squirrels', 'Michigan Fox Squirrels', 'University of Michigan Fox Squirrels', 'Ann Arbor', 'Michigan', 'Animal', 'Campus', 'University of Michigan', 'UMSquirrels01262022', 'UMSquirrels2022', 'Winter', 'Eating', 'Peanuts', 'January_UMSquirrel', 'UMSquirrel', 'Snow', 'Snowy', 'Snowy Squirrels', 'Almonds', 'Cavity', 'Cavity Nest']",13.0,0.0,"['fox', 'squirrel', 'beautiful', 'snowy', 'winter', 'day', 'ann', 'arbor', 'wednesday', 'january', 'wishing', 'joy', 'health', 'wherever', 'best', 'wish', 'new', 'year']"
6540,3008,"Melbourne, Australia",2021-02-27 12:17:06,1.0,"['skink', 'sunbathing', 'on', 'the', 'shore', 'of', 'lake', 'shadow', 'with', 'its', 'partner']","['motorcycling', 'tasmania', 'wildlife', 'lizard', 'hiking', 'lake']",64.0,0.0,"['skink', 'sunbathe', 'shore', 'lake', 'shadow', 'partner']"
6542,3010,"Montreal, Canada",2015-01-28 16:40:59,1.0,"['ice', 'formation', 'on', 'the', 'ottawa', 'river', 'formation', 'de', 'glace', 'sur', 'la', 'rivière', 'des', 'outaouais']","['photo:id=nb_20170305_8192', 'Québec', 'Canada', 'glace', 'ice', 'eau', 'water', 'icy', 'cercles', 'circles', 'formes', 'shapes', 'patron', 'patterns', 'lignes', 'lines', 'swirls', 'textures', 'frost', 'forms', 'cracks', 'Eis', 'frozen', 'froid', 'cold', 'Kalt', 'ice formation', 'couches', 'layers', 'macro', 'close-up', 'monteregina', 'details', 'design', 'nature', 'mince', 'thin', 'transparent', 'abstract', 'abstrait', 'curves', 'courbes', 'détails', 'Natur', 'motifs', 'structures', 'designs', 'Abstrakt', 'natural', 'abstractions', 'ice bubbles', 'ice crystals', ""bulles d'air"", 'bulles de glace', 'translucent', 'iced', 'abstract nature', 'nature abstraite', 'natural abstractions', 'trapped bubbles', 'bulles piégées', 'bubbly ice abstracts']",1567.0,37.0,"['ice', 'formation', 'ottawa', 'river', 'formation', 'de', 'glace', 'sur', 'la', 'rivière', 'de', 'outaouais']"
6547,3015,Perú ,2022-01-19 22:53:31,1.0,"['planta', 'de', 'oxígeno', 'del', 'hospital', 'de', 'apoyo', 'de', 'puquio', '.']",[],74.0,0.0,"['planta', 'de', 'oxígeno', 'del', 'hospital', 'de', 'apoyo', 'de', 'puquio']"
6552,3020,"Korbeek-Lo, Belgium",2016-09-18 12:47:55,1.0,[],['timelapse'],0.0,0.0,[]
6556,3024,"Bristol, UK",2022-02-19 15:21:57,1.0,"['this', 'photo', 'links', 'to', 'my', 'article', 'at', '<', 'a', 'href=', ""''"", 'http', ':', '//www.heatheronhertravels.com/things-to-do-in-sri-lanka/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.heatheronhertravels.com/things-to-do-in-sri-lanka/', '<', '/a', '>', 'this', 'photo', 'may', 'be', 'used', 'for', 'non', 'commercial', 'purposes', 'on', 'condition', 'that', 'you', 'credit', 'heatheronhertravels.com', 'and', 'link', 'to', '<', 'a', 'href=', ""''"", 'http', ':', '//www.heatheronhertravels.com/', ""''"", 'rel=', ""''"", 'noreferrer', 'nofollow', ""''"", '>', 'www.heatheronhertravels.com/', '<', '/a', '>', 'for', 'commercial', 'use', 'please', 'contact', 'me', 'for', 'permission', 'at', 'heather', '@', 'heatheronhertravels.com']","['Udawalawe', 'Sri Lanka', 'elephants']",58.0,0.0,"['photo', 'link', 'article', 'http', 'noreferrer', 'nofollow', 'photo', 'may', 'use', 'non', 'commercial', 'purpose', 'condition', 'credit', 'link', 'http', 'noreferrer', 'nofollow', 'commercial', 'use', 'please', 'contact', 'permission', 'heather']"
6557,3025,"Tokyo, Japan",2022-01-17 20:45:37,1.0,"['@', 'shiology']",[],44.0,0.0,['shiology']
6568,3036,"Kiev, Ukraine",2016-04-29 09:53:56,1.0,"['more', 'images', 'of', 'easter', 'eggs', '.', 'why', '?', 'because', 'i', 'have', 'them', '.', 'lots', 'of', 'them', '.', 'and', 'because', 'millions', 'of', 'people', 'around', 'the', 'world', 'are', 'celebrating', 'orthodox', 'easter', 'today', '.', 'seems', 'like', 'good', 'enough', 'reasons', '!', 'these', 'photos', 'were', 'taken', 'a', 'few', 'years', 'ago', '.']","['Eggs', 'Kiev', 'easter']",168.0,0.0,"['image', 'easter', 'egg', 'lot', 'million', 'people', 'around', 'world', 'celebrate', 'orthodox', 'easter', 'today', 'seem', 'like', 'good', 'enough', 'reason', 'photo', 'take', 'year', 'ago']"
6569,3037,"Ypsilanti, Michigan, USA",2022-04-22 07:18:37,1.0,"['pictures', 'of', 'runyon', ',', 'our', 'catahoula', 'mix', '(', 'and', 'one', 'or', 'two', 'or', 'three', 'of', 'his', 'neighborhood', 'friends', '-', 'iggy', 'the', 'golden', ',', 'ripley', 'the', 'terrier', 'and', 'mobius', 'the', 'puppy', '!', ')', 'runyon', 'was', 'not', 'fond', 'of', 'mobius', 'at', 'first', ',', 'but', 'they', 'are', 'having', 'fun', 'now', '.', 'he', 'loves', 'playing', 'with', 'them', 'on', 'the', 'golf', 'course', 'next', 'to', 'our', 'house', '.', 'runyon', 'loved', 'spending', 'time', 'off', 'leash', 'and', 'running', 'free', '!', 'pictures', 'taken', 'in', 'april', '2022', '(', '22nd', 'through', 'the', '24th', ')', ',', 'in', 'ypsilanti', ',', 'michigan', '.']","['Ypsilanti', 'Michigan', 'Dogs', 'Pets', 'RunyonApril2022', 'Dog', 'Catahoula', 'Catahoula Mix', 'Catahoula Leopard Mix', 'Play', 'Dog Brand Dog', 'Mixed Breed', 'Brown', 'Rescue Dogs', 'Dog Play', 'Runyon2022', 'Spring', 'Iggy', 'Ripley', 'Mobius', 'RunyonsFriendsApril24th2022', 'RunyonsFriendsApr2022', 'Morning']",100.0,0.0,"['picture', 'runyon', 'catahoula', 'mix', 'one', 'two', 'three', 'neighborhood', 'friend', 'iggy', 'golden', 'ripley', 'terrier', 'mobius', 'puppy', 'runyon', 'fond', 'mobius', 'first', 'fun', 'love', 'play', 'golf', 'course', 'next', 'house', 'runyon', 'loved', 'spending', 'time', 'leash', 'run', 'free', 'picture', 'take', 'april', 'ypsilanti', 'michigan']"
6578,3046,"Ypsilanti, Michigan, USA",2022-04-19 08:12:46,1.0,"['pictures', 'of', 'runyon', ',', 'our', 'catahoula', 'mix', '(', 'and', 'one', 'or', 'two', 'or', 'three', 'of', 'his', 'neighborhood', 'friends', '-', 'iggy', 'the', 'golden', ',', 'ripley', 'the', 'terrier', 'and', 'mobius', 'the', 'puppy', '!', ')', 'runyon', 'was', 'not', 'fond', 'of', 'mobius', 'at', 'first', ',', 'but', 'they', 'are', 'having', 'fun', 'now', '.', 'he', 'loves', 'playing', 'with', 'them', 'on', 'the', 'golf', 'course', 'next', 'to', 'our', 'house', '.', 'runyon', 'loved', 'spending', 'time', 'off', 'leash', 'and', 'running', 'free', '!', 'pictures', 'taken', 'in', 'april', '2022', ',', 'in', 'ypsilanti', ',', 'michigan', '.']","['Ypsilanti', 'Michigan', 'Dogs', 'Pets', 'RunyonApril2022', 'Dog', 'Catahoula', 'Catahoula Mix', 'Catahoula Leopard Mix', 'Play', 'Dog Brand Dog', 'Mixed Breed', 'Brown', 'Rescue Dogs', 'Dog Play', 'Runyon2022', 'Spring', 'Iggy', 'Ripley', 'Mobius', 'RunyonsFriendsApril20th2022', 'RunyonsFriendsApr2022', 'Morning']",27.0,0.0,"['picture', 'runyon', 'catahoula', 'mix', 'one', 'two', 'three', 'neighborhood', 'friend', 'iggy', 'golden', 'ripley', 'terrier', 'mobius', 'puppy', 'runyon', 'fond', 'mobius', 'first', 'fun', 'love', 'play', 'golf', 'course', 'next', 'house', 'runyon', 'loved', 'spending', 'time', 'leash', 'run', 'free', 'picture', 'take', 'april', 'ypsilanti', 'michigan']"
6582,3050,"Gander, NL, Canada",2022-04-19 11:37:49,1.0,"['greenspond', ',', 'newfoundland']","['bonavista bay', 'Greenspond', 'Anglican', 'ExploreNL', 'church', 'Newfoundland']",101.0,0.0,"['greenspond', 'newfoundland']"
6590,3058,"Ypsilanti, Michigan, USA",2022-03-12 14:00:45,1.0,"['photos', 'from', 'the', 'rehearsal', 'performance', 'of', 'the', 'ann', 'arbor', 'dance', 'classics', 'benefit', 'show', 'at', 'the', 'saline', 'high', 'school', 'on', 'saturday', 'march', '12th', ',', '2022', '(', 'for', 'the', 'performance', 'on', 'sunday', 'the', '13th', ')', '.', 'the', 'show', 'was', 'called', '&', 'quot', ';', 'her', 'voice', '&', 'quot', ';', '-', 'the', '2022', 'benefit', 'concert', 'and', 'competition', 'showcase', 'to', 'benefit', 'growing', 'hope', '.', 'the', 'show', 'also', 'featured', 'a', 'performance', 'from', 'the', 'university', 'of', 'michigan', 'first-year', 'dance', 'company', '.', 'the', 'studio', 'took', 'all', 'the', 'safety', 'precautions', 'for', 'the', 'pandemic', '.', 'all', 'dancers', 'and', 'teachers', 'wore', 'face', 'masks', '.']","['Ann Arbor Dance Classics', 'Ann Arbor', 'Saline', 'Michigan', 'Dance', 'Dance Recital', 'AADCBenefit2022', 'Dance Studios', 'Saline High School', 'Dancers', 'Students', 'AADCBenefitShow2022', 'Performance', 'Dancing', 'Benefit Concert', 'AADCBenefit03122022', 'Panemic', 'COVID-19', 'PandemicPerformance', 'AADCPandemicPerformance', 'Face Masks', 'Masks']",126.0,0.0,"['photo', 'rehearsal', 'performance', 'ann', 'arbor', 'dance', 'classic', 'benefit', 'show', 'saline', 'high', 'school', 'saturday', 'march', 'performance', 'sunday', 'show', 'call', 'quot', 'voice', 'quot', 'benefit', 'concert', 'competition', 'showcase', 'benefit', 'grow', 'hope', 'show', 'also', 'feature', 'performance', 'university', 'michigan', 'dance', 'company', 'studio', 'take', 'safety', 'precaution', 'pandemic', 'dancer', 'teacher', 'wear', 'face', 'mask']"
6591,3059,"Long Eaton, England",2022-04-15 21:55:46,1.0,[],"['YAKSTRANGLER', 'NOTTINGHAM', 'tap n tumbler', 'BAND', 'Stormbringer']",16.0,0.0,[]
6594,3062,"Guelph.........Ontario, CANADA",2022-04-14 19:11:20,1.0,"['a', 'composite', 'of', 'four', 'pics', '.', 'three', 'of', 'them', 'mine', 'and', 'one', 'of', 'darth', 'vader', 'and', 'stormtrooper', 'by', 'artur', 'tumasjan', 'via', 'unsplash']",[],107.0,0.0,"['composite', 'four', 'pic', 'three', 'mine', 'one', 'darth', 'vader', 'stormtrooper', 'artur', 'tumasjan', 'via', 'unsplash']"
6607,3075,"Tokyo, Japan",2022-04-07 08:36:26,1.0,"['@', 'shiology']",[],65.0,0.0,['shiology']
6610,3078,"Boston, MA, United States",2022-04-07 10:32:16,1.0,"['governor', 'charlie', 'baker', 'and', 'secretary', 'of', 'energy', 'and', 'environmental', 'affairs', 'kathleen', 'theoharides', 'join', 'state', 'and', 'local', 'officials', 'to', 'announce', 'the', 'release', 'of', 'the', '2021', 'clean', 'energy', 'industry', 'report', 'at', 'the', 'masscec', 'wind', 'technology', 'testing', 'center', 'in', 'charlestown', 'on', 'april', '7', ',', '2022', '.', '[', 'joshua', 'qualls/governor', '’', 's', 'press', 'office', ']']",[],112.0,0.0,"['governor', 'charlie', 'baker', 'secretary', 'energy', 'environmental', 'affair', 'kathleen', 'theoharides', 'join', 'state', 'local', 'official', 'announce', 'release', 'clean', 'energy', 'industry', 'report', 'masscec', 'wind', 'technology', 'test', 'center', 'charlestown', 'april', 'joshua', 'press', 'office']"
