OTL_ID,TITLE,LICENSE,SUBJECT1,SUBJECT2,PUBLISHER,YEAR
763,Tools for Podcasting,Attribution-NonCommercial,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",American University,2019
764,ClicaBrasil: Portuguese Language and Culture for Intermediate Students,Attribution-NonCommercial-ShareAlike,Humanities - Languages,,COERLL,2019
765,Drugs quality control (Theoretical foundation and practical application): The Coursebook,Attribution-ShareAlike,Medicine - Pharmacology,Medicine - Pharmacology,РУДН,2019
766,Des Bases Physiques Et Chimiques Du Contrôle De La Qualité Des Médicaments,Attribution-ShareAlike,Natural Sciences - Chemistry,,РУДН,2019
767,Astronomy for Educators,Attribution-ShareAlike,Natural Sciences,,University of Arkansas,2018
768,University Physics I: Classical Mechanics,Attribution-NonCommercial,Natural Sciences - Physics,,University of Arkansas,2019
769,Open Technical Writing: An Open-Access Text for Instruction in Technical and Professional Writing,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications - Technical Writing","Journalism, Media Studies & Communications - Technical Writing",University of Arkansas,2018
770,Extended Readings on Copyright,Attribution-NonCommercial-ShareAlike,Law - Property Law,Law - Property Law,Matthew Sag,2019
771,Computer Networks: A Systems Approach,Attribution,Computer Science,,Larry Peterson and Bruce Davie,2019
772,A Laboratory Guide to Clinical Hematology,Attribution-NonCommercial,Natural Sciences - Biology,Medicine,University of Alberta Libraries,2019
773,Conservation Biology in Sub-Saharan Africa,Attribution,Natural Sciences - Biology,,Open Book Publishers,2019
774,"English Composition: Connect, Collaborate, Communicate",Attribution,"Humanities - Literature, Rhetoric, and Poetry",,University of Hawaii Manoa,2019
775,Quantitative Problem Solving in Natural Resources,Attribution-ShareAlike,Mathematics - Applied,,Iowa State University,2018
776,Introduction to Philosophy: Philosophy of Mind,Attribution,Humanities - Philosophy,,Rebus Community,2019
777,The American Yawp Vol. I: To 1877,Attribution-ShareAlike,Humanities - History,,Stanford University Press,2019
778,The American Yawp Vol. II: Since 1877,Attribution-ShareAlike,Humanities - History,,Stanford University Press,2019
779,Libro Libre: Beginning Spanish,Attribution-NonCommercial-ShareAlike,Humanities - Languages,,Erin Huebener,2018
780,Multivariable Calculus,Attribution,Mathematics - Pure,Mathematics - Calculus,Don Shimamoto,2019
781,Problem Solving in Teams and Groups - 2,Attribution,Business - Management,Business,University of Kansas Libraries,2019
782,Sharing Our Knowledge: Best Practices for Supporting English Language Learners in Schools,Attribution,Education,Education - Elementary Education,OPENPRESS.USASK.CA,2019
783,Be Credible,Attribution-NonCommercial,"Journalism, Media Studies & Communications",,Peter Bobkowski and Karna Younger,2018
784,Bending the Curve: Climate Change Solutions,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,,eScholarship,2019
787,Psychology: The Science of Human Potential,Attribution,Social Sciences - Psychology,,BCcampus,2019
788,Human Anatomy Lab Manual,Attribution,Natural Sciences - Biology,,Mavs Open Press,2018
789,Business Law I Essentials,Attribution-NonCommercial-ShareAlike,Law,Law - Administrative Law,OpenStax,2019
790,Tout un Monde: An Interdisciplinary Approach to Intermediate French,Attribution,Humanities - Languages,,Mavs Open Press,2019
791,"Responsible Innovation: Ethics, Safety and Technology",Attribution-NonCommercial-ShareAlike,Humanities - Philosophy,,TU Delft Open,2019
794,Bad Ideas About Writing,Attribution,Education - Higher Education,Education - Higher Education,West Virginia University,2017
795,Teaching in the University: Learning from Graduate Students and Early Career Faculty,Attribution-NonCommercial,Education - Higher Education,,Virginia Tech Publishing,2022
796,Writing Unleashed: Content and Structure - 3.0,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications - Technical Writing","Humanities - Literature, Rhetoric, and Poetry",North Dakota University System,2019
797,Introduction to Philosophy: Ethics,Attribution,Humanities - Philosophy,,Rebus Community,2019
798,A Student's Guide to Tropical Marine Biology,Attribution-NonCommercial,Natural Sciences - Biology,,Kenyon College,2019
799,Physical Geology - First University of Saskatchewan Edition,Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,,University of Saskatchewan,2019
800,"Child, Family, and Community",Attribution,Social Sciences - Sociology,Social Sciences - Sociology,College of the Canyons,2019
801,Soils Laboratory Manual - K-State Edition,Attribution,Natural Sciences - Earth Sciences,,New Prairie Press,2017
802,Introduction to Game Theory: a Discovery Approach,Attribution-ShareAlike,Mathematics - Applied,Mathematics - Applied,Jennifer Firkins Nordstrom,2017
803,Grammatical theory: From transformational grammar to constraint-based approaches,Attribution,Humanities - Linguistics,,Language Science Press,2019
804,Moving Pictures:  An Introduction to Cinema,Attribution-NonCommercial-ShareAlike,Humanities - Arts,,University of Arkansas,2020
805,The Pay for Success Handbook,Attribution,Law - Contract Law,Law - Contract Law,Suzanne Adatto and Paul Brest,2020
806,Spunti: Italiano elementare 1,Attribution-NonCommercial-ShareAlike,Humanities - Languages,,Muhlenberg College,2019
807,Spunti: Italiano elementare 2,Attribution-NonCommercial-ShareAlike,Humanities - Languages,,Muhlenberg College,2018
808,Spunti: Italiano intermedio,Attribution-NonCommercial-ShareAlike,Humanities - Languages,,Muhlenberg College,2019
809,Foundations of Epidemiology,Attribution-NonCommercial,Natural Sciences - Biology,,Oregon State University,2019
810,Introduction to Curriculum for Early Childhood Education,Attribution,Education,Education - Early Childhood,College of the Canyons,2018
811,Evidence-Based Massage Therapy,Attribution,Medicine,,eCampusOntario,2018
812,Applications of Maxwell's Equations,Attribution,Natural Sciences - Physics,,"John F. Cochran, Bretislav Heinrich",2004
813,The Balance of Personality,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,,Portland State University Library,2020
814,An EKG Interpretation Primer,Attribution,Natural Sciences - Biology,,Nurses International Team,2019
815,Principles of Microeconomics,Attribution-NonCommercial-ShareAlike,Social Sciences - Economics,,Lyryx,2017
816,Principles of Macroeconomics - 2020-A,Attribution-NonCommercial-ShareAlike,Social Sciences - Economics,,Lyryx,2017
817,"Communication, Affect, & Learning in the Classroom - 4th Edition",Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications",,Jason S. Wrench,2020
818,Australian Politics and Policy - Senior Edition,Attribution-NonCommercial-ShareAlike,Law,Social Sciences - Political Science,Sydney University Press,2019
819,Prose Fiction: An Introduction to the Semiotics of Narrative,Attribution,"Humanities - Literature, Rhetoric, and Poetry",,Open Book Publishers,2020
820,Biotechnology Foundations - 2nd Edition,Attribution,Natural Sciences - Biology,,OpenStax CNX,2013
821,Sight-Reading for Guitar,Attribution,Humanities - Arts,,Rebus Community,2020
822,A Quick Guide to Quantitative Research in the Social Sciences,Attribution-NonCommercial,Social Sciences - Sociology,Social Sciences - Political Science,University of Wales Trinity Saint David,2020
823,"CLUE: Chemistry, Life, the Universe and Everything",Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,,"Michael Klymkowsky, Melanie Cooper",2016
824,Mindful Technical Writing: An Introduction to the Fundamentals,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",TRAILS,2021
827,Informal Calculus with Applications to Biological and Environmental Sciences,Attribution,Mathematics - Applied,Mathematics - Applied,TRAILS,2021
829,Informed Arguments:  A Guide to Writing and Research - Revised Second Edition,Attribution-NonCommercial-ShareAlike,Education - Higher Education,Education - Higher Education,Texas A&M University,2019
830,Guide to Ancient Near Eastern Art,Attribution-NonCommercial-ShareAlike,Humanities - History,Humanities - Arts,Smarthistory,2019
831,Guide to Ancient Egyptian Art,Attribution-NonCommercial-ShareAlike,Humanities - History,Humanities - Arts,Smarthistory,2019
832,Explorations: An Open Invitation To Biological Anthropology,Attribution-NonCommercial,Natural Sciences - Biology,Social Sciences - Anthropology,American Anthropological Association,2019
833,Guide to Ancient Aegean Art,Attribution-NonCommercial-ShareAlike,Humanities - Arts,Humanities - History,Smarthistory,2019
834,Guide to Ancient Etruscan Art,Attribution-NonCommercial-ShareAlike,Humanities - History,Humanities - Arts,Smarthistory,2019
835,Guide to Ancient Greek Art,Attribution-NonCommercial-ShareAlike,Humanities - History,Humanities - Arts,Smarthistory,2019
836,Guide to Ancient Roman art,Attribution-NonCommercial-ShareAlike,Humanities - Arts,Humanities - History,Smarthistory,2019
837,"Global corruption : Law, theory & practice - Third Edition",Attribution-NonCommercial-ShareAlike,Law - Administrative Law,Law - Administrative Law,University of Victoria,2018
838,"Community Resilience to Climate Change: Theory, Research and Practice",Attribution-NonCommercial-ShareAlike,Social Sciences - Geography,Social Sciences - Political Science,Portland State University Library,2020
839,Business Computers 365,Attribution-NonCommercial-ShareAlike,Business - Management,Business - Management,Marcus Lacher,2019
840,Teaching Low Brass,Attribution-NonCommercial-ShareAlike,Humanities - Arts,,New Prairie Press,2018
841,Linguistics for Teachers of English,Attribution-NonCommercial-ShareAlike,Humanities - Linguistics,,New Prairie Press,2018
842,"Blueprints: Creating, Describing, and Implementing Designs for Larger-Scale Software Projects - version 2.3",Attribution-ShareAlike,Computer Science,,University of Mary Washington,2019
843,A Cool Brisk Walk Through Discrete Mathematics,Attribution-ShareAlike,Mathematics - Pure,,University of Mary Washington,2019
844,La lingüística hispánica: Una introducción,Attribution-NonCommercial-ShareAlike,Humanities - Linguistics,Humanities - Languages,Ashwini Ganeshan,2019
845,"Speak Out, Call In: Public Speaking as Advocacy",Attribution-NonCommercial-ShareAlike,Social Sciences - Sociology,,University of Kansas Libraries,2019
846,Bate-Papo,Attribution,Humanities - Languages,Humanities - Linguistics,University of Washington,2019
847,Vaccine Practice for Health Professionals - 1st Canadian Edition,Attribution-ShareAlike,Medicine - Public Health,Medicine - Public Health,Ryerson University,2020
848,The Complete Subjective Health Assessment,Attribution-ShareAlike,Medicine,,Ryerson University,2019
849,Interpreting Canada’s 2019 Food Guide and Food Labelling for Health Professionals,Attribution-NonCommercial-ShareAlike,Medicine - Nutrition,Medicine - Nutrition,Ryerson University,2019
850,Elementary Abstract Algebra: Examples and Applications,Attribution-NonCommercial-ShareAlike,Mathematics - Pure,Mathematics - Algebra,Justin Hill and Chris Thron,2019
851,Applied Fluid Mechanics Lab Manual,Attribution,Engineering - Materials Science,Engineering - Materials Science,Mavs Open Press,2019
853,A Tale of Two Systems,Attribution-NonCommercial-ShareAlike,Computer Science - Information Systems,,Oregon State University,2017
854,Chemical Biology & Biochemistry Laboratory Using Genetic Code Expansion Manual,Attribution-NonCommercial,Natural Sciences - Chemistry,,Oregon State University,2019
855,Studying the Bible: The Tanakh and Early Christian Writings,Attribution-NonCommercial,Humanities - Religion,,New Prairie Press,2019
856,Unmanned Aircraft Systems in the Cyber Domain - Second Edition,Attribution-NonCommercial-ShareAlike,Computer Science - Information Systems,,New Prairie Press,2019
857,Vocal Techniques for the Instrumentalist - 2nd edition,Attribution-NonCommercial-ShareAlike,Humanities - Arts,,New Prairie Press,2018
858,Classical Sociological Theory and Foundations of American Sociology,Attribution-ShareAlike,Social Sciences - Sociology,,Oregon State University,2018
859,Entomology 311 Lab Manual - 1st Edition,Attribution-NonCommercial,Natural Sciences - Biology,,Oregon State University,2019
860,Introduction to Climate Science - 1st Edition,Attribution-NonCommercial-ShareAlike,Natural Sciences - Earth Sciences,,Oregon State University,2017
861,Marine Law and Policy for Scientists and Managers - 1st Edition,Attribution-NonCommercial,Natural Sciences,Law,Oregon State University,2019
862,State and Local Government and Politics: Prospects for Sustainability - 2nd Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Political Science,,Oregon State University,2018
863,Slavery to Liberation: The African American Experience,Attribution,Humanities - History,Social Sciences - Cultural & Ethnic Studies,Encompass Digital Archive,2019
864,Hybrid-Flexible Course Design,Attribution,Education - Curriculum & Instruction,Education - Distance Education,EdTech Books,2019
866,Biochemistry: Free For All,Attribution-NonCommercial,Natural Sciences - Chemistry,Natural Sciences - Biology,Oregon State University,2018
867,Understanding Document Accessibility,Attribution-ShareAlike,Computer Science,,Ryerson University,2020
868,Technical Theatre Practicum - Version 1,Attribution,Humanities - Arts,,College of the Canyons,2019
869,Human Behavior and the Social Environment II,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,,University of Arkansas,2020
870,Introduction to Human Geography - 2nd Edition,Attribution,Social Sciences - Geography,,University of North Georgia Press,2018
871,Strategic Management,Attribution-NonCommercial,Business - Management,,Oregon State University,2019
873,General Microbiology - 1st Edition,Attribution-NonCommercial,Natural Sciences - Biology,,Oregon State University,2020
874,Climate Toolkit: A Resource Manual for Science and Action - Version 2.0,Attribution-NonCommercial,Natural Sciences - Earth Sciences,,Portland State University Library,2020
875,Nursing Pharmacology,Attribution,Medicine,Medicine - Nursing,WI Technical Colleges Open Press,2020
876,Intermediate Microeconomics with Microsoft Excel - 2nd Edition,Attribution-ShareAlike,Business - Finance,,Humberto Barreto,2020
877,Fundamentals of Business Law,Attribution,Law,Law - Administrative Law,Melissa Randall,2020
878,Permaculture Design: Tools for Climate Resilience,Attribution-NonCommercial,Natural Sciences - Earth Sciences,,Oregon State University,2018
879,Music on the Move,Attribution-NonCommercial,Humanities - Arts,,University of Michigan Press,2020
880,Human Behavior and the Social Environment I,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,,University of Arkansas,2020
882,New Media Futures,Attribution-NonCommercial,"Journalism, Media Studies & Communications - New Media Journalism","Journalism, Media Studies & Communications - New Media Journalism",Oregon State University,2019
883,AC Electrical Circuit Analysis: A Practical Approach,Attribution-NonCommercial-ShareAlike,Engineering - Electrical Engineering,,dissidents,2020
884,DC Electrical Circuit Analysis: A Practical Approach,Attribution-NonCommercial-ShareAlike,Engineering - Electrical Engineering,,dissidents,2020
885,Strategic Marketing in the Global Forest Industries - Third Edition,Attribution-NonCommercial,Business - Marketing,,Oregon State University,2018
886,Transition to Higher Mathematics: Structure and Proof - Second Edition,Attribution,Mathematics - Pure,Mathematics - Proof,Open Scholarship,2015
887,Writing Instruction Tips For Automated Essay Graders: How To Design an Essay for a Non-human Reader,Attribution-NonCommercial,Education - Curriculum & Instruction,Education - Curriculum & Instruction,Open Oregon Educational Resources,2020
888,Oregon’s History: People of the Northwest in the Land of Eden,Attribution,Humanities - History,,Open Oregon Educational Resources,2020
889,College Success,Attribution,Student Success,,OpenStax,2020
890,Abnormal Psychology - 2nd Edition,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,,Washington State University,2018
891,Resonances: Engaging Music in Its Cultural Context,Attribution-ShareAlike,Humanities - Arts,,University of North Georgia Press,2020
892,Introduction to Industrial Engineering,Attribution,Engineering,,Mavs Open Press,2020
893,Foundations of Social Work Research,Attribution-NonCommercial-ShareAlike,Social Sciences - Sociology,,Mavs Open Press,2020
894,Large Animal Surgery – Supplemental Notes,Attribution-NonCommercial,Medicine - Veterinary Medicine,Medicine - Veterinary Medicine,University of Minnesota Libraries Publishing,2019
895,The ELC: An Early Childhood Learning Community at Work,Attribution-NonCommercial,Education - Early Childhood,,Open SUNY,2020
896,A Primer for Computational Biology,Attribution-NonCommercial-ShareAlike,Computer Science,Natural Sciences - Biology,Oregon State University,2017
897,The Joy of Cryptography,Attribution-NonCommercial-ShareAlike,Mathematics - Pure,Computer Science - Cryptography,Oregon State University,2017
898,Financial Management for Small Businesses: Financial Statements & Present Value Models,Attribution,Business - Management,Business,Michigan State University,2020
899,Geological Structures: a Practical Introduction,Attribution-NonCommercial,Natural Sciences - Earth Sciences,,Open Education Alberta,2020
902,Succeeding at Your Internship: A Handbook Written for and with Students,Attribution-NonCommercial-ShareAlike,Student Success,,Bowling Green State University Libraries,2020
903,"University 101: Study, Strategize and Succeed",Attribution-ShareAlike,Student Success,,Kwantlen Polytechnic University,2018
904,Red Seal Landscape Horticulturist Identify Plants and Plant Requirements,Attribution,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,Kwantlen Polytechnic University,2020
905,Doing Research,Attribution,Student Success,,Kwantlen Polytechnic University,2019
906,Interpersonal Communication: A Mindful Approach to Relationships,Attribution-NonCommercial-ShareAlike,Student Success,Social Sciences - Psychology,Open SUNY,2020
907,Think Raku: How to Think Like a Computer Scientist - 2nd edition,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Green Tea Press,2017
908,"Safety, Health, and Nutrition in Early Childhood Education",Attribution,Education - Early Childhood,Education - Early Childhood,College of the Canyons,2018
909,Open-Source Property: A Free Casebook,Attribution-NonCommercial,Law,Law - Civil Law,Open Source Property,2015
910,Transitions to Professional Nursing Practice - 2nd Edition,Attribution,Medicine - Nursing,Medicine - Nursing,Open SUNY,2020
911,Quality Assurance & Regulatory Affairs for the Biosciences,Attribution,Natural Sciences - Biology,Natural Sciences - Biology,Austin Community College,2019
912,Advanced Community College ESL Composition: An Integrated Skills Approach,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Academic Senate for California Community Colleges,2020
913,The Discipline of Organizing: 4th Professional Edition,Attribution-NonCommercial,Computer Science - Information Systems,Computer Science,"University of California, Berkeley",2013
914,Parenting and Family Diversity Issues,Attribution-NonCommercial-ShareAlike,Education,Education - Early Childhood,Iowa State University,2020
915,The Crystal Ball Instruction Manual - version 1.1 Volume One: Introduction to Data Science,Attribution-ShareAlike,Computer Science,Computer Science - Artificial Intelligence,University of Mary Washington,2020
916,Attenuated Democracy:  A Critical Introduction to U.S. Government and Politics,Attribution-NonCommercial-ShareAlike,Social Sciences - Political Science,Social Sciences - Political Science,Salt Lake Community College,2020
917,The Western World: Daily Readings on Geography,Attribution-NonCommercial-ShareAlike,Social Sciences - Geography,Social Sciences - Geography,College of DuPage,2020
918,Introductory Chemistry - 1st Canadian Edition,Attribution-NonCommercial-ShareAlike,Natural Sciences - Chemistry,Natural Sciences - Chemistry,BCcampus,2014
919,Arguing Using Critical Thinking,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications","Humanities - Literature, Rhetoric, and Poetry",Academic Senate for California Community Colleges,2020
920,Spanish I: Beginning Spanish Language and Culture,Attribution-NonCommercial-ShareAlike,Humanities - Languages,Humanities - Languages,Humboldt State University Press,2020
921,The American LGBTQ Rights Movement: An Introduction,Attribution-ShareAlike,Social Sciences - Gender & Sexuality Studies,Social Sciences - Gender & Sexuality Studies,Humboldt State University Press,2020
922,Languages and Worldview,Attribution-NonCommercial-ShareAlike,Humanities - Linguistics,Humanities - Linguistics,University of Missouri - St. Louis,2020
923,General Psychology for Honors Students,Attribution-NonCommercial-ShareAlike,Social Sciences - Psychology,Social Sciences - Psychology,University of Missouri - St. Louis,2020
924,Technical Writing @ SLCC,Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Salt Lake Community College,2020
925,First Semester in Numerical Analysis with Python,Attribution-NonCommercial-ShareAlike,Computer Science - Programming Languages,Computer Science - Programming Languages,Auraria Institutional Repository,
926,Physical Geography - Version 1,Attribution,Natural Sciences - Earth Sciences,Natural Sciences - Earth Sciences,College of the Canyons,2020
927,Philosophical Ethics,Attribution-ShareAlike,Humanities - Philosophy,Humanities - Philosophy,George W. Matthews,2020
928,"A Person-Centered Guide to Demystifying Technology: Working together to observe, question, design, prototype, and implement/reject technology in support of people's valued beings and doings",Attribution-ShareAlike,Computer Science - Information Systems,Computer Science - Information Systems,Windsor & Downs Press,2020
929,"A Guide to Good Reasoning: Cultivating Intellectual Virtues - Second edition, revised and updated",Attribution-NonCommercial,Humanities,"Humanities - Literature, Rhetoric, and Poetry",University of Minnesota Libraries Publishing,1999
930,Contemporary Families: An Equity Lens,Attribution,Social Sciences,Social Sciences - Cultural & Ethnic Studies,Open Oregon Educational Resources,2020
932,Plato's 'Republic': An Introduction,Attribution,Humanities - Philosophy,Humanities - Philosophy,Open Book Publishers,2020
933,Histology and Embryology for Dental Hygiene,Attribution-NonCommercial-ShareAlike,Medicine,Natural Sciences - Biology,Open Oregon Educational Resources,2020
934,Nutrition: Science and Everyday Application - beta v 0.1,Attribution-NonCommercial,Natural Sciences - Biology,Natural Sciences - Biology,Open Oregon Educational Resources,2020
936,Trauma Informed Behaviour Support: A Practical Guide to Developing Resilient Learners,Attribution-ShareAlike,Education,Education - Early Childhood,University of Southern Queensland,2020
937,Introduction to Philosophy: Logic,Attribution,Humanities - Philosophy,Humanities - Philosophy,Rebus Community,2020
938,"Critical Employment, Ethical, and Legal Scenarios in Human Resource Development",Attribution-NonCommercial-ShareAlike,Business - Human Resources,Business - Management,University of Arkansas,2020
939,Intercultural Communication,Attribution-NonCommercial-ShareAlike,"Journalism, Media Studies & Communications - Intercultural Communciation",Social Sciences,University of Missouri - St. Louis,2020
940,Environmental Toxicology,Attribution,Natural Sciences - Chemistry,Natural Sciences - Chemistry,Environmental Toxicology,2020
941,Digging into Archaeology: A Brief OER Introduction to Archaeology with Activities,Attribution-NonCommercial,Social Sciences - Archeology,Social Sciences - Archeology,Academic Senate for California Community Colleges,2020
942,Introduction to Philosophy: Philosophy of Religion,Attribution,Humanities,Humanities - Philosophy,Rebus Community,2020
943,Bridges: United States Academia for First-Generation and International College Students,Attribution-NonCommercial-ShareAlike,Student Success,,North Broad Press,2021
944,Math in Society: Mathematics for liberal arts majors,Attribution-ShareAlike,Mathematics - Applied,Mathematics - Applied,Portland Community College Math Department,2018
945,Tutorials of Visual Graphic Communication Programs for Interior Design,Attribution,Computer Science,,Iowa State University,2021
946,Elementary Earth and Space Science Methods,Attribution-NonCommercial-ShareAlike,Education - Curriculum & Instruction,Education - Curriculum & Instruction,University of Iowa,2019
947,Principles of Macroeconomics for AP® Courses 2e,Attribution,Social Sciences - Economics,Social Sciences - Economics,OpenStax,2017
949,Modern World History,Attribution-NonCommercial-ShareAlike,Humanities - History,Humanities - History,Minnesota Libraries Publishing Project,2021
950,Ethical Use of Technology in Digital Learning Environments: Graduate Student Perspectives,Attribution,Education,,University of Calgary,2020
951,Decoding the 1920s: A Reader for Advanced Learners of Russian,Attribution-NonCommercial,Humanities,Humanities - Languages,Portland State University Library,2021
952,A Guide to the Principles of Animal Nutrition,Attribution-NonCommercial,Natural Sciences - Biology,Natural Sciences - Biology,Oregon State University,2020
953,All Things Flow: Fluid Mechanics for the Natural Sciences,Attribution-NonCommercial,Natural Sciences - Physics,Natural Sciences - Physics,Oregon State University,2019
954,Business Writing Style Guide,Attribution-NonCommercial-ShareAlike,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Oregon State University,2020
955,Exploring Physical Phenomena,Attribution-ShareAlike,Education,Education - Elementary Education,Oregon State University,2019
956,Intermediate Microeconomics,Attribution-NonCommercial-ShareAlike,Social Sciences - Economics,Social Sciences - Economics,Oregon State University,2019
957,Monitoring Animal Populations and their Habitats: A Practitioner's Guide,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Oregon State University,2020
958,Open Judicial Politics - 2nd Edition,Attribution-NonCommercial-ShareAlike,Law,Social Sciences - Political Science,Oregon State University,2020
959,Technical Mathematics,Attribution-NonCommercial-ShareAlike,Mathematics - Applied,Mathematics - Applied,Open Oregon Educational Resources,2021
960,Bio-Inspired Sensory Systems,Attribution-NonCommercial-ShareAlike,Natural Sciences,Engineering,Florida State University,2021
961,A Mixed Course-Based Research Approach to Human Physiology,Attribution-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Iowa State University,2021
962,"Design for Learning: Principles, Processes, and Praxis",Attribution-NonCommercial,Education - Curriculum & Instruction,Education - Curriculum & Instruction,EdTech Books,2021
963,Academic Success,Attribution-NonCommercial-ShareAlike,Student Success,,University of Southern Queensland,2021
964,Self-directed multimodal learning in higher education,Attribution-NonCommercial-ShareAlike,Student Success,,AOSIS Publishing,2020
965,Aerospace Structures,Attribution-NonCommercial-ShareAlike,Engineering,,Virginia Tech Publishing,2022
967,"Cell Biology, Genetics, and Biochemistry for Pre-Clinical Students",Attribution-NonCommercial-ShareAlike,Medicine,,Virginia Tech Publishing,2021
968,Brass Techniques and Pedagogy,Attribution-NonCommercial-ShareAlike,Humanities - Arts,Humanities - Arts,Palni Press,2020
969,Coastal Dynamics,Attribution-NonCommercial-ShareAlike,Natural Sciences,Natural Sciences - Physics,TU Delft Open,2021
970,"Measure, Integration & Real Analysis",Attribution-NonCommercial,Mathematics,Mathematics - Pure,Sheldon Axler,2020
971,"""The Death of Ivan Ilich"": An Electronic Study Edition of the Russian Text",Attribution-NonCommercial,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",University of Minnesota Libraries Publishing,2020
972,Foundations of Learning and Instructional Design Technology,Attribution,Education - Curriculum & Instruction,Education - Curriculum & Instruction,EdTech Books,2018
973,Traffic Flow Theory: An introduction with exercises,Attribution-NonCommercial-ShareAlike,Engineering - Civil Engineering,Engineering - Civil Engineering,TU Delft Open,2018
974,Fundamentals of Anatomy and Physiology - Australian Edition,Attribution-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,University of Southern Queensland,2021
975,Her Şey Bir Merhaba ile Başlar,Attribution-ShareAlike,Social Sciences - Cultural & Ethnic Studies,Social Sciences - Cultural & Ethnic Studies,COERLL,2021
976,General Biology I: Survey of Cellular Biology,Attribution,Natural Sciences - Biology,Natural Sciences - Biology,Open Oregon Educational Resources,2018
977,General Biology II: Survey of Molecular Life and Genetics,Attribution,Natural Sciences - Biology,Natural Sciences - Biology,Open Oregon Educational Resources,2018
978,Language and Culture in Context - A Primer on Intercultural Communication,Attribution-NonCommercial,"Journalism, Media Studies & Communications - Intercultural Communciation",Social Sciences - Cultural & Ethnic Studies,Virginia Commonwealth University,2020
979,American Literature I: An Anthology of Texts From Early America Through the Civil War,Attribution-ShareAlike,Humanities,Humanities - History,VIVA,2020
980,Energy and Human Ambitions on a Finite Planet,Attribution-NonCommercial,Natural Sciences,Natural Sciences - Earth Sciences,eScholarship,2021
981,An Outline History of East Asia to 1200,Attribution-NonCommercial,Humanities - History,Humanities - History,eScholarship,2020
982,BSc Optics,Attribution-NonCommercial-ShareAlike,Natural Sciences - Physics,Natural Sciences - Physics,TU Delft Open,2021
983,Guide to Italian art in the 1300s,Attribution-NonCommercial-ShareAlike,Humanities,Humanities - Arts,Smarthistory,2020
984,Guide to Italian art in the 1400s,Attribution-NonCommercial-ShareAlike,Humanities,Humanities - Arts,Smarthistory,2020
985,Defend Dissent,Attribution-NonCommercial,Computer Science - Cryptography,Computer Science - Cryptography,Oregon State University,2021
986,Interpretation of Metal Fab Drawings,Attribution,Engineering - Mechanical Engineering,Engineering - Mechanical Engineering,Open Oregon Educational Resources,2021
987,Integrated and Open Interpreter Education,Attribution-NonCommercial,Student Success,,Open Oregon Educational Resources,2019
988,Radiation Safety,Attribution,Natural Sciences,,Open Oregon Educational Resources,2020
989,"Principles of Biology: Biology 211, 212, and 213",Attribution,Natural Sciences - Biology,Natural Sciences - Biology,Open Oregon Educational Resources,2017
990,Basic Blueprint Reading,Attribution,Engineering - Mechanical Engineering,Engineering - Mechanical Engineering,Open Oregon Educational Resources,2019
991,Technical Writing for Technicians,Attribution,"Humanities - Literature, Rhetoric, and Poetry","Humanities - Literature, Rhetoric, and Poetry",Open Oregon Educational Resources,2020
992,Explorations 1: Grammar for the Experienced Beginner,Attribution-NonCommercial-ShareAlike,Student Success,Humanities - Languages,Open Oregon Educational Resources,2021
993,From Growing to Biology: Plants 1e,Attribution-NonCommercial-ShareAlike,Natural Sciences - Biology,Natural Sciences - Biology,Florida State University,2021
996,Computer Science I - Version 1.3.7,Attribution-ShareAlike,Computer Science,,Chris Bourke,2018
997,Howdy or Hello?: Technical and Business  Communications - 2nd Edition,Attribution-NonCommercial-ShareAlike,Student Success,"Humanities - Literature, Rhetoric, and Poetry",Texas A&M University,2021
