"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"2521","PDM 1.0","Myanmar","0"
"2522","PDM 1.0","Namibia","2"
"2523","PDM 1.0","Nauru","0"
"2524","PDM 1.0","Nepal","3"
"2525","PDM 1.0","Netherlands","4760"
"2526","PDM 1.0","Netherlands Antilles","0"
"2527","PDM 1.0","New Caledonia","0"
"2528","PDM 1.0","New Zealand","72"
"2529","PDM 1.0","Nicaragua","0"
"2530","PDM 1.0","Niger","0"
"2531","PDM 1.0","Nigeria","48"
"2532","PDM 1.0","Niue","0"
"2533","PDM 1.0","Norfolk Island","0"
"2534","PDM 1.0","Northern Mariana Islands","0"
"2535","PDM 1.0","Norway","46"
"2536","PDM 1.0","Oman","0"
"2537","PDM 1.0","Pakistan","8"
"2538","PDM 1.0","Palau","0"
"2539","PDM 1.0","Palestinian Territory","4"
"2540","PDM 1.0","Panama","1"
"2541","PDM 1.0","Papua New Guinea","0"
"2542","PDM 1.0","Paraguay","1"
"2543","PDM 1.0","Peru","6"
"2544","PDM 1.0","Philippines","21"
"2545","PDM 1.0","Pitcairn","0"
"2546","PDM 1.0","Poland","13200"
"2547","PDM 1.0","Portugal","122"
"2548","PDM 1.0","Puerto Rico","5"
"2549","PDM 1.0","Qatar","8"
"2550","PDM 1.0","Reunion","1"
"2551","PDM 1.0","Romania","18"
"2552","PDM 1.0","Russian Federation","131"
"2553","PDM 1.0","Rwanda","6"
"2554","PDM 1.0","Saint Helena","8"
"2555","PDM 1.0","Saint Kitts and Nevis","0"
"2556","PDM 1.0","Saint Lucia","0"
"2557","PDM 1.0","Saint Pierre and Miquelon","0"
"2558","PDM 1.0","Saint Vincent and the Grenadines","0"
"2559","PDM 1.0","Samoa","2"
"2560","PDM 1.0","San Marino","0"
"2561","PDM 1.0","Sao Tome and Principe","0"
"2562","PDM 1.0","Saudi Arabia","10"
"2563","PDM 1.0","Senegal","1"
"2564","PDM 1.0","Serbia and Montenegro","9570000"
"2565","PDM 1.0","Seychelles","0"
"2566","PDM 1.0","Sierra Leone","2"
"2567","PDM 1.0","Singapore","154"
"2568","PDM 1.0","Slovakia","16"
"2569","PDM 1.0","Slovenia","19"
"2570","PDM 1.0","Solomon Islands","0"
"2571","PDM 1.0","Somalia","49"
"2572","PDM 1.0","South Africa","144"
"2573","PDM 1.0","South Georgia and the South Sandwich Islands","0"
"2574","PDM 1.0","Spain","2580"
"2575","PDM 1.0","Sri Lanka","4"
"2576","PDM 1.0","Sudan","1"
"2577","PDM 1.0","Suriname","0"
"2578","PDM 1.0","Svalbard and Jan Mayen","0"
"2579","PDM 1.0","Swaziland","0"
"2580","PDM 1.0","Sweden","526"
"2581","PDM 1.0","Switzerland","1420"
"2582","PDM 1.0","Syrian Arab Republic","1"
"2583","PDM 1.0","Taiwan, Province of China","96"
"2584","PDM 1.0","Tajikistan","0"
"2585","PDM 1.0","Tanzania, United Republic of","6"
"2586","PDM 1.0","Thailand","13"
"2587","PDM 1.0","Togo","0"
"2588","PDM 1.0","Tokelau","0"
"2589","PDM 1.0","Tonga","1"
"2590","PDM 1.0","Trinidad and Tobago","5"
"2591","PDM 1.0","Tunisia","0"
"2592","PDM 1.0","Turkey","57"
"2593","PDM 1.0","Turkmenistan","1"
"2594","PDM 1.0","Turks and Caicos Islands","0"
"2595","PDM 1.0","Tuvalu","0"
"2596","PDM 1.0","Uganda","40"
"2597","PDM 1.0","Ukraine","48"
"2598","PDM 1.0","United Arab Emirates","3"
"2599","PDM 1.0","United Kingdom","9490"
"2600","PDM 1.0","United States","9000000"
"2601","PDM 1.0","United States Minor Outlying Islands","0"
"2602","PDM 1.0","Uruguay","5"
"2603","PDM 1.0","Uzbekistan","3"
"2604","PDM 1.0","Vanuatu","0"
"2605","PDM 1.0","Venezuela","2"
"2606","PDM 1.0","Vietnam","42"
"2607","PDM 1.0","Virgin Islands, British","1"
"2608","PDM 1.0","Virgin Islands, U.S.","0"
"2609","PDM 1.0","Wallis and Futuna","0"
"2610","PDM 1.0","Western Sahara","0"
"2611","PDM 1.0","Yemen","2"
"2612","PDM 1.0","Yugoslavia","0"
"2613","PDM 1.0","Zambia","4"
"2614","PDM 1.0","Zimbabwe","0"
"2615","CC0 1.0","Afghanistan","2"
"2616","CC0 1.0","Albania","1"
"2617","CC0 1.0","Algeria","11"
"2618","CC0 1.0","American Samoa","1"
"2619","CC0 1.0","Andorra","0"
"2620","CC0 1.0","Angola","0"
"2621","CC0 1.0","Anguilla","0"
"2622","CC0 1.0","Antarctica","0"
"2623","CC0 1.0","Antigua and Barbuda","0"
"2624","CC0 1.0","Argentina","106"
"2625","CC0 1.0","Armenia","2040"
"2626","CC0 1.0","Aruba","707"
"2627","CC0 1.0","Australia","7340"
"2628","CC0 1.0","Austria","1240"
"2629","CC0 1.0","Azerbaijan","2"
"2630","CC0 1.0","Bahamas","0"
"2631","CC0 1.0","Bahrain","1"
"2632","CC0 1.0","Bangladesh","7"
"2633","CC0 1.0","Barbados","0"
"2634","CC0 1.0","Belarus","6"
"2635","CC0 1.0","Belgium","3040"
"2636","CC0 1.0","Belize","0"
"2637","CC0 1.0","Benin","6"
"2638","CC0 1.0","Bermuda","0"
"2639","CC0 1.0","Bhutan","307"
"2640","CC0 1.0","Bolivia","4"
"2641","CC0 1.0","Bosnia and Herzegovina","6"
"2642","CC0 1.0","Botswana","1"
"2643","CC0 1.0","Bouvet Island","0"
"2644","CC0 1.0","Brazil","2720"
"2645","CC0 1.0","British Indian Ocean Territory","0"
"2646","CC0 1.0","Brunei Darussalam","1"
"2647","CC0 1.0","Bulgaria","64"
"2648","CC0 1.0","Burkina Faso","2"
"2649","CC0 1.0","Burundi","0"
"2650","CC0 1.0","Cambodia","1"
"2651","CC0 1.0","Cameroon","0"
"2652","CC0 1.0","Canada","6720"
"2653","CC0 1.0","Cape Verde","0"
"2654","CC0 1.0","Cayman Islands","0"
"2655","CC0 1.0","Central African Republic","0"
"2656","CC0 1.0","Chad","0"
"2657","CC0 1.0","Chile","293"
"2658","CC0 1.0","China","8000"
"2659","CC0 1.0","Christmas Island","1"
"2660","CC0 1.0","Cocos (Keeling) Islands","0"
"2661","CC0 1.0","Colombia","1010"
"2662","CC0 1.0","Comoros","0"
"2663","CC0 1.0","Congo","0"
"2664","CC0 1.0","Congo, the Democratic Republic of the","0"
"2665","CC0 1.0","Cook Islands","97"
"2666","CC0 1.0","Costa Rica","20"
"2667","CC0 1.0","Cote D'ivoire","0"
"2668","CC0 1.0","Croatia (Hrvatska)","163"
"2669","CC0 1.0","Cuba","6"
"2670","CC0 1.0","Cyprus","10"
"2671","CC0 1.0","Czech Republic","1730"
"2672","CC0 1.0","Denmark","1460"
"2673","CC0 1.0","Djibouti","0"
"2674","CC0 1.0","Dominica","1"
"2675","CC0 1.0","Dominican Republic","0"
"2676","CC0 1.0","East Timor","0"
"2677","CC0 1.0","Ecuador","98"
"2678","CC0 1.0","Egypt","39"
"2679","CC0 1.0","El Salvador","4"
"2680","CC0 1.0","Equatorial Guinea","0"
"2681","CC0 1.0","Eritrea","0"
"2682","CC0 1.0","Estonia","40"
"2683","CC0 1.0","Ethiopia","67"
"2684","CC0 1.0","European Union","0"
"2685","CC0 1.0","Falkland Islands (Malvinas)","0"
"2686","CC0 1.0","Faroe Islands","3"
"2687","CC0 1.0","Fiji","30"
"2688","CC0 1.0","Finland","3870"
"2689","CC0 1.0","France","8240"
"2690","CC0 1.0","France, Metropolitan","0"
"2691","CC0 1.0","French Guiana","1"
"2692","CC0 1.0","French Polynesia","0"
"2693","CC0 1.0","French Southern Territories","0"
"2694","CC0 1.0","Gabon","0"
"2695","CC0 1.0","Gambia","0"
"2696","CC0 1.0","Georgia","1"
"2697","CC0 1.0","Germany","120000"
"2698","CC0 1.0","Ghana","381"
"2699","CC0 1.0","Gibraltar","1"
"2700","CC0 1.0","Greece","234"
"2701","CC0 1.0","Greenland","0"
"2702","CC0 1.0","Grenada","0"
"2703","CC0 1.0","Guadeloupe","0"
"2704","CC0 1.0","Guam","0"
"2705","CC0 1.0","Guatemala","5"
"2706","CC0 1.0","Guinea","0"
"2707","CC0 1.0","Guinea-Bissau","1"
"2708","CC0 1.0","Guyana","0"
"2709","CC0 1.0","Haiti","4"
"2710","CC0 1.0","Heard Island and Mcdonald Islands","0"
"2711","CC0 1.0","Holy See (Vatican City State)","0"
"2712","CC0 1.0","Honduras","3"
"2713","CC0 1.0","Hong Kong","808"
"2714","CC0 1.0","Hungary","193"
"2715","CC0 1.0","Iceland","59"
"2716","CC0 1.0","India","4280"
"2717","CC0 1.0","Indonesia","556"
"2718","CC0 1.0","Iran, Islamic Republic of","74"
"2719","CC0 1.0","Iraq","17"
"2720","CC0 1.0","Ireland","4100"
"2721","CC0 1.0","Israel","35"
"2722","CC0 1.0","Italy","3480"
"2723","CC0 1.0","Jamaica","0"
"2724","CC0 1.0","Japan","2880"
"2725","CC0 1.0","Jordan","6"
"2726","CC0 1.0","Kazakhstan","5"
"2727","CC0 1.0","Kenya","48"
"2728","CC0 1.0","Kiribati","0"
"2729","CC0 1.0","Korea, Democratic People's Republic of","0"
"2730","CC0 1.0","Korea, Republic of","1500"
"2731","CC0 1.0","Kuwait","0"
"2732","CC0 1.0","Kyrgyzstan","0"
"2733","CC0 1.0","Lao People's Democratic Republic","0"
"2734","CC0 1.0","Latvia","31"
"2735","CC0 1.0","Lebanon","66"
"2736","CC0 1.0","Lesotho","4"
"2737","CC0 1.0","Liberia","0"
"2738","CC0 1.0","Libyan Arab Jamahiriya","4"
"2739","CC0 1.0","Liechtenstein","3"
"2740","CC0 1.0","Lithuania","859"
"2741","CC0 1.0","Luxembourg","6"
"2742","CC0 1.0","Macao","1"
"2743","CC0 1.0","Macedonia, the Former Yugosalv Republic of","5"
"2744","CC0 1.0","Madagascar","543"
"2745","CC0 1.0","Malawi","5"
"2746","CC0 1.0","Malaysia","189"
"2747","CC0 1.0","Maldives","1"
"2748","CC0 1.0","Mali","0"
"2749","CC0 1.0","Malta","25"
"2750","CC0 1.0","Marshall Islands","0"
"2751","CC0 1.0","Martinique","0"
"2752","CC0 1.0","Mauritania","0"
"2753","CC0 1.0","Mauritius","0"
"2754","CC0 1.0","Mayotte","0"
"2755","CC0 1.0","Mexico","1960"
"2756","CC0 1.0","Micronesia, Federated States of","0"
"2757","CC0 1.0","Moldova, Republic of","17"
"2758","CC0 1.0","Monaco","0"
"2759","CC0 1.0","Mongolia","3"
"2760","CC0 1.0","Montserrat","0"
"2761","CC0 1.0","Morocco","4"
"2762","CC0 1.0","Mozambique","7"
"2763","CC0 1.0","Myanmar","2"
"2764","CC0 1.0","Namibia","4"
"2765","CC0 1.0","Nauru","0"
"2766","CC0 1.0","Nepal","15"
"2767","CC0 1.0","Netherlands","5350"
"2768","CC0 1.0","Netherlands Antilles","0"
"2769","CC0 1.0","New Caledonia","1"
"2770","CC0 1.0","New Zealand","340"
"2771","CC0 1.0","Nicaragua","0"
"2772","CC0 1.0","Niger","0"
"2773","CC0 1.0","Nigeria","336"
"2774","CC0 1.0","Niue","0"
"2775","CC0 1.0","Norfolk Island","0"
"2776","CC0 1.0","Northern Mariana Islands","0"
"2777","CC0 1.0","Norway","282"
"2778","CC0 1.0","Oman","0"
"2779","CC0 1.0","Pakistan","16"
"2780","CC0 1.0","Palau","1"
"2781","CC0 1.0","Palestinian Territory","7"
"2782","CC0 1.0","Panama","4"
"2783","CC0 1.0","Papua New Guinea","0"
"2784","CC0 1.0","Paraguay","3"
"2785","CC0 1.0","Peru","32"
"2786","CC0 1.0","Philippines","43"
"2787","CC0 1.0","Pitcairn","0"
"2788","CC0 1.0","Poland","14400"
"2789","CC0 1.0","Portugal","1410"
"2790","CC0 1.0","Puerto Rico","8"
"2791","CC0 1.0","Qatar","51"
"2792","CC0 1.0","Reunion","2"
"2793","CC0 1.0","Romania","53"
"2794","CC0 1.0","Russian Federation","794"
"2795","CC0 1.0","Rwanda","257"
"2796","CC0 1.0","Saint Helena","8"
"2797","CC0 1.0","Saint Kitts and Nevis","0"
"2798","CC0 1.0","Saint Lucia","0"
"2799","CC0 1.0","Saint Pierre and Miquelon","24"
"2800","CC0 1.0","Saint Vincent and the Grenadines","0"
"2801","CC0 1.0","Samoa","4"
"2802","CC0 1.0","San Marino","0"
"2803","CC0 1.0","Sao Tome and Principe","0"
"2804","CC0 1.0","Saudi Arabia","90"
"2805","CC0 1.0","Senegal","3"
"2806","CC0 1.0","Serbia and Montenegro","22600000"
"2807","CC0 1.0","Seychelles","0"
"2808","CC0 1.0","Sierra Leone","3"
"2809","CC0 1.0","Singapore","444"
"2810","CC0 1.0","Slovakia","39"
"2811","CC0 1.0","Slovenia","45"
"2812","CC0 1.0","Solomon Islands","0"
"2813","CC0 1.0","Somalia","390"
"2814","CC0 1.0","South Africa","914"
"2815","CC0 1.0","South Georgia and the South Sandwich Islands","0"
"2816","CC0 1.0","Spain","5390"
"2817","CC0 1.0","Sri Lanka","20"
"2818","CC0 1.0","Sudan","2"
"2819","CC0 1.0","Suriname","0"
"2820","CC0 1.0","Svalbard and Jan Mayen","0"
"2821","CC0 1.0","Swaziland","0"
"2822","CC0 1.0","Sweden","2760"
"2823","CC0 1.0","Switzerland","6080"
"2824","CC0 1.0","Syrian Arab Republic","2"
"2825","CC0 1.0","Taiwan, Province of China","128"
"2826","CC0 1.0","Tajikistan","1"
"2827","CC0 1.0","Tanzania, United Republic of","41"
"2828","CC0 1.0","Thailand","43"
"2829","CC0 1.0","Togo","1"
"2830","CC0 1.0","Tokelau","0"
"2831","CC0 1.0","Tonga","4"
"2832","CC0 1.0","Trinidad and Tobago","30"
"2833","CC0 1.0","Tunisia","2"
"2834","CC0 1.0","Turkey","274"
"2835","CC0 1.0","Turkmenistan","1"
"2836","CC0 1.0","Turks and Caicos Islands","0"
"2837","CC0 1.0","Tuvalu","0"
"2838","CC0 1.0","Uganda","474"
"2839","CC0 1.0","Ukraine","91"
"2840","CC0 1.0","United Arab Emirates","20"
"2841","CC0 1.0","United Kingdom","30000"
"2842","CC0 1.0","United States","20800000"
"2843","CC0 1.0","United States Minor Outlying Islands","0"
"2844","CC0 1.0","Uruguay","8"
"2845","CC0 1.0","Uzbekistan","7"
"2846","CC0 1.0","Vanuatu","0"
"2847","CC0 1.0","Venezuela","6"
"2848","CC0 1.0","Vietnam","478"
"2849","CC0 1.0","Virgin Islands, British","2"
"2850","CC0 1.0","Virgin Islands, U.S.","4"
"2851","CC0 1.0","Wallis and Futuna","0"
"2852","CC0 1.0","Western Sahara","0"
"2853","CC0 1.0","Yemen","4"
"2854","CC0 1.0","Yugoslavia","0"
"2855","CC0 1.0","Zambia","4"
"2856","CC0 1.0","Zimbabwe","2"
